id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_02683,2024-11-18,Freshdesk,5.0,5.0,10.0,We are now supporting multiple large customers using the software and our efforts are now focussed around our own internal improvements as opposed to improving the customer facing experience.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03376,2024-12-03,Zoho Desk,4.0,3.0,8.0,Pros:L'enregistrement des appels se fait facilement avec Zoho Desk,Responded,Satisfied,1.0,Passive,Neutral,Neutral
T_01292,2024-10-15,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04481,2024-12-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04226,2024-12-18,Freshdesk,5.0,5.0,10.0,"Simplicity, visibility of ticket status and agent performance.",Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_00147,2024-09-06,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03312,2024-12-01,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02704,2024-11-18,ServiceNow,5.0,5.0,10.0,"Pros:This feature is very very impactful in day-to-day IT business.From incident management to customer engagement, it provides end-to-end solutions.You have multiple options to display your data in graphical or list formats.It gives multiple filters to generate effective reports.It provides a very easy and feasible way to onboard the users and manage the customer accounts and their cases. Our IT department uses ServiceNow helpdesk services to manage the employee data. The support features from ServiceNow makes it easy.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00920,2024-10-04,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01851,2024-10-30,Zendesk,4.0,4.0,8.0,Pros:We are able to customize zendesk to meet all of our support needs.We use it for email and phone and manage our workflows through it.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02813,2024-11-20,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04084,2024-12-15,Freshdesk,4.0,4.0,6.0,"Pros:Easy to manage the ticket assignment and update, user can filter all the information they need, also the report is useful to view whole picture on support team.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_02693,2024-11-18,Zendesk,5.0,5.0,10.0,It is absolutely perfect for customer support because it is just one log all of the tools that are needed as an agent are here.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02157,2024-11-07,Zendesk,4.0,3.0,8.0,"Zendesk seems to be a great customer service tool, but I wouldlike it to be able to allow workers receiving emails/tickets to forward them for inspection when there is a question about their legitimacy.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04697,2024-12-27,Zendesk,4.0,3.0,7.0,"Definitely a learning curve when getting set-up, but it becomes pretty powerful once you learn the functionality available.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04599,2024-12-25,Zendesk,5.0,5.0,10.0,"Pros:The perfect tool to start your Customer Support operations. The best solution for any kind of business, where you can manage your customer requests, communicate and build your all operations regarding your clients B2C. At Sword, we use Zendesk with all the available tools: Live chat, email, phone, SMS, messaging, API, etc. The other super important tool is related to KPIs management, Zendesk allows you to control all the data in a very easy way to analyze with dynamic dashboards.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01215,2024-10-12,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00601,2024-09-23,Zendesk,5.0,5.0,10.0,Efficiency and fast communication between departments.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02453,2024-11-13,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04304,2024-12-19,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_03372,2024-12-03,Zoho Desk,4.0,4.0,9.0,"We've used this program for customer support and services before, but this was the first time we utilized it to examine client behavior in light of certain criteria. As a result of using Zoho Desk, we have the ability to provide excellent customer service.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04286,2024-12-19,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02049,2024-11-05,Zoho Desk,5.0,4.0,6.0,We are software providers and our use of the support tool is to extend to our end customers,Responded,Satisfied,1.0,Detractor,Positive,Positive
T_03423,2024-12-03,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_00471,2024-09-18,Zoho Desk,5.0,5.0,9.0,I can offer to my customer a portal for tickets managene,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_03745,2024-12-09,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00114,2024-09-05,Zoho Desk,5.0,5.0,10.0,Pros:Automated ticketingAutomated replyCSAT Evaluation Queue ManagementUser FriendlyMobile App Awesome,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02091,2024-11-06,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00208,2024-09-08,Freshdesk,4.0,3.0,8.0,Easy migration to a new ticketing system.A fresh updated and easily accessible interface without VPN or any other type remote connectivity software.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00088,2024-09-04,Zoho Desk,5.0,5.0,9.0,Pros:I like the knowledge management featuresIt comes with amazing help desk support features,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02179,2024-11-08,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04860,2024-12-30,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01952,2024-11-02,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02302,2024-11-10,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00379,2024-09-15,Freshdesk,5.0,5.0,10.0,"My overall experience was fresh desk has been pretty great I went from making $70,000 a year to $120,000 a year just the first year I had fresh desk. Fresh this year help me straighten up my business and keep everything organized I wouldn't want to have a business now without first disc I've brought my friends to fresh desk I know there's three of my friends that run their business that has bought fresh disc so try.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03054,2024-11-26,Zoho Desk,5.0,5.0,7.0,We can manage our internal process so well by using it.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01585,2024-10-23,Zendesk,5.0,5.0,9.0,"Pros:This is a feature rich piece of software, which if you have the time you can have working wonders for you and satisfying your customers beyond their wildest dreams. Along with tags, macros, and many more features and functions your responses can be sure to be consistent on voice and across the users using it.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03879,2024-12-11,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00938,2024-10-05,Freshdesk,2.0,3.0,2.0,"Freshdesk in general is ok to work with, it doesn't excell in specific matters but also not fails. However we made the misstake to close our contract directly with Freshworks (as our re-seller stopped), this has been the biggest misstake ever. There customer service and assistance is not excisting, questions remain unanswered, no solutions are offered, with this all kind of problems start to arise for which no solutions are offered",Responded,Not Satisfied,0.0,Detractor,Negative,Negative
T_02852,2024-11-21,Zendesk,5.0,4.0,9.0,Easy and effective customer support,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00681,2024-09-26,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02174,2024-11-08,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00933,2024-10-05,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01827,2024-10-30,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03958,2024-12-13,Zoho Desk,5.0,5.0,10.0,"Pros:Integrated with the zoho suite, integrated with phone system",Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_01779,2024-10-28,Zendesk,4.0,4.0,8.0,"Pros:To great thing about Zendesk is they are always pushing the product forward and releasing new features. It's also reasonably easy to use and set up. If you have any issues setting up their support are always on hand to help. There is also a huge community of other users and Zendesk experts to help answer your questions.The UI is nice, and their iOSapp is not bad (not great, but better than nothing).Ticket automations are a god send.App integrations are also very good.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02473,2024-11-13,Jira Service Management,5.0,5.0,9.0,Ottimo prodotto,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_00229,2024-09-09,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02840,2024-11-21,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03389,2024-12-03,Zoho Desk,5.0,5.0,8.0,"Pros:Getting control of the team email communications. Allowing for notes, comments, and accountability for the entire team.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_00572,2024-09-22,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03637,2024-12-07,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04607,2024-12-25,ServiceNow,4.0,5.0,9.0,"Best Service management tool which providesscalability, flexibility andgreat collaboration. It provides various feature CMDB(configuration management database), Knowledge database and intelligence workflow automation. It provides best ticket management.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00844,2024-10-02,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04320,2024-12-20,Zoho Desk,5.0,4.0,9.0,Resolved our issues of support people responding to the same email multiple times.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_04239,2024-12-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03882,2024-12-11,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04181,2024-12-17,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04059,2024-12-14,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_01676,2024-10-26,Zoho Desk,4.0,4.0,7.0,Pros:Trial version handles most important issues,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04601,2024-12-25,Zendesk,4.0,4.0,8.0,Pros:Zendesk has a very user friendly platform. There are a lot of different customization options as well making it more desirable than salesforce. The latest ticket features are extremely helpful for our business. Plus they are easy to read and utilize. They have a lot of great apps and they have great team support. The price is also very reasonable for what they offer.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00692,2024-09-27,Zoho Desk,3.0,4.0,7.0,Pros:The ticketing system is user-friendly and the automation features save tons of time.,Responded,Not Satisfied,0.0,Passive,Positive,Positive
T_04727,2024-12-27,otrs,5.0,5.0,10.0,Efficiency,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_01371,2024-10-17,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04810,2024-12-29,Zendesk,5.0,5.0,8.0,We really love the reporting capabilities of ease of use in Zendesk. It's great to use!,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01652,2024-10-25,Freshdesk,4.0,5.0,9.0,improved incident monitoring and tracking resulting to better customer service,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00158,2024-09-06,Zendesk,5.0,5.0,10.0,Organization and efficiency,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_02868,2024-11-22,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02432,2024-11-13,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03002,2024-11-24,otrs,5.0,5.0,10.0,We use this as our Primary Ticketing Tool.,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_03344,2024-12-02,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01752,2024-10-28,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03026,2024-11-25,Freshdesk,5.0,5.0,8.0,Freshdesk on its own is wonderful but more work needs to be done so it can be used with the other Fresh sites.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00087,2024-09-04,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02252,2024-11-09,Freshdesk,5.0,4.0,8.0,"Pros:FreshDesk has automation tools - Dispatcher, Supervisor and Observer. With them, I can configure the automatic processing of applications as they become available, according to a specified time interval or for any events. This is definitely more convenient than manually processing applications.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04044,2024-12-14,Zendesk,5.0,5.0,10.0,Pros:I love the accessibility and easy to use feature,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01368,2024-10-17,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04395,2024-12-21,Zendesk,5.0,5.0,10.0,"Zendesk chats allow us to address customer queries while on the website, which allow us to help customer to finalize a purchase that otherwise would be lost. It is also useful to rise customer satisfaction as customers do not have to wait on the telephone or write emails to receive an answer.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00733,2024-09-28,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02569,2024-11-16,Zoho Desk,5.0,3.0,6.0,It makes it much easier to follow step by step the ordering process and it double as a decent customer database.,Responded,Satisfied,1.0,Detractor,Positive,Positive
T_02808,2024-11-20,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04138,2024-12-16,Freshdesk,5.0,5.0,10.0,Customer Support/ Technical Account Manager has been very helpful. Customer success Managers' work can be well defined and they can do a better job in adding value. Account manager/Farmer has been helpful too.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02506,2024-11-14,Zendesk,4.0,5.0,6.0,"Pros:It's great for generating KPI reports since it offers tracking on both team and individual levels. The UI is nice and easy to use, and even people with no experience can learn to use it in a few days. I used this platform in my previous company and now I'm on my way to launch my own, so if everything goes well, I would come back.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_02575,2024-11-16,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01705,2024-10-26,Jira Service Management,5.0,5.0,10.0,"Overall, usage of this tool helps a lot for task managment.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03139,2024-11-28,Freshdesk,4.0,5.0,9.0,from my own experience I recommend freshdesk due to its easy to use,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01034,2024-10-07,Jira Service Management,5.0,5.0,10.0,Pros:Development and bug tracking can be a very challenging job. But with Atlassian's Jira ticketing system tracking is very easy. Ticket can be assigned to a team/person and how long the ticket was assigned can be easily tracked. Individual team/person can be held accountable with this tool.,Responded,Satisfied,1.0,Promoter,Positive,Positive
